directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy,Comment,Review
,,,,id_1206766742141390849,12/17/19 2:43,(2010)     vetó la ley del 82% móvil (2017)    promulga ley de movilidad donde TODOS LOS JUBILADOS TENDRIAN HOY 51% DE AUMENTO (2019)    anula la ley beneficiosa de    y da solamente 2 bonos de 5.000$ a los de la minima,,,Criticism,No,No,No,,
,,,,id_1210725794755907592,12/28/19 0:54,ALBERTO prometio restituir las moratorias en anses y hasta ahora NADA !! tengo 25 años de aportes y no me puedo jubilar . ni un pan dulce me toco con la ley de SOLIDARIDAD - injusto . 1160445843 .,,,Criticism,No,No,No,,
,,,,id_1237216105267167232,3/10/20 3:18,No me digas que la hicieron en tres meses!,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1220847271652274177,1/24/20 23:14,Le estás hablando a   Pablo. No te rebajes,,,Criticism,No,No,No,,
silviaEdePerez,S,F,Juntos por el Cambio,id_1233851253152788481,2/29/20 20:27,Que loca de mierda!!,Loca de mierda,,Hostility,No,No,No,,
FerEspinozaOK,D,M,Frente de Todos,id_1208467214925516800,12/21/19 19:20,Y Magario donde estaba?,,,None,,,,,
,,,,id_1207457694212395009,12/19/19 0:28,👏👏👏,,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1223053265916526592,1/31/20 1:19,"Sr si gana las prox elecciones 1 partido q no sea k.Tendría q lidiar con ésto tm. Si cuesta sacar los planes, + será sacar esta tarj. q sólo sirve p' achanchar + al planero.En vez de abrir puestos d trab dan tarj. a los q no lo necesitan.Xq los verdaderos pobres ni ahí la tienen",,,None,,,,,
,,,,id_1234117381947109377,3/1/20 14:04,"Preparados para escuchar más mentiras y promesas. Ahhh,no llevaron cartelitos para los #sontodoslomismo?",,Plural,Hostility,,,,,
wadodecorrido,D,M,Frente de Todos,id_1216246777088823296,1/12/20 6:33,Hola  se te filtró un institucional en la cuenta del,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1224862084858568704,2/5/20 1:07,QEPD. Que se haga justicia.,,,None,,,,,
juancabandie,D,M,Frente de Todos,id_1224839328020541440,2/4/20 23:37,"Esta tarde me reuní con el ministro de ambiente  ,el diputado  e intendentes de #chubut para conversar sobre las diferentes problemáticas que estamos atravesando en nuestra provincia . #chubutdepie #argentinadepie",,,None,,,,,
felipe_sola,D,M,Frente de Todos,id_1204511648444305410,12/10/19 21:22,Felicitaciones Señor Canciller  muchos éxitos ✌️✌️🇦🇷,,,None,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1224816645169913857,2/4/20 22:06,"Increible, lo lamento",,,None,,,,,
,,,,id_1208046571897655301,12/20/19 15:28,"Más inmoral que esto no se consigue..congelaron a aquellos que están apenas por encima de la mínima pero no tocaron las jubilaciones de  ex presidentes, jueces, fiscales y diplomáticos. Increíble...y todo bajo el título de ""solidaridad""👇",,Plural,Criticism,No,No,No,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1234185789694713870,3/1/20 18:36,Los troskos son asi. Ojo porque te blokean   pic.twitter.com/Bnp9HUmZVb,,Plural,Hostility,No,No,No,,
,,,,id_1226731340084776962,2/10/20 4:55,✈Aeropuerto ilegal y contaminante de Palomar✈  ❌Los accidentes son una probabilidad ❌Las enfermedades son una certeza,,,None,,,,,
slospennato,D,F,Juntos por el Cambio,id_1231670603117158401,2/23/20 20:02,"Y borre la Frase de Mahatma Ghandi, esta en la antípodas",,,None,,,,,
,,,,id_1220040979102695425,1/22/20 17:50,Para que va el gobernador de una provincia a una agenda de nacion?,,,None,,,,,
gracielaocana,D,F,Juntos por el Cambio,id_1228046275041464320,2/13/20 20:00,Ahora quien esperaba algo diferente? Esto es exactamente lo que votaron...y la gran mayoria lo sabia.,,,None,No,No,No,,
FilmusDaniel,D,M,Frente de Todos,id_1226132274917277697,2/8/20 13:14,Hay uno que e gusta de Fedfeber,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1236598858672676864,3/8/20 10:25,Vc tem moral não Maia Bolsanaro 2022,,,None,,,,,
FerEspinozaOK,D,M,Frente de Todos,id_1208449855519174656,12/21/19 18:11,La 5 es la bandera del robo a los jubilados. El ajuste de AF cuando era jefe de gabinete 82 % móvil Apelar los juicios para que mueran y no pagar. Congelar las jubilaciones Hermoso,,,Criticism,No,No,No,,
SergioMassa,D,M,Frente de Todos,id_1222262669631262721,1/28/20 20:58,El verano cargas,,,None,,,,,
CarlaCarrizoAR,D,F,Juntos por el Cambio,id_1236675673089073153,3/8/20 15:30,"Qué lindo esto, Carla! ❤👏",,,None,,,,,
mirtatundis,D,F,Frente de Todos,id_1207869765160722432,12/20/19 3:46,Qué tiene todos los parientes en el estado,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1219327933799636993,1/20/20 18:36,"Y las pruebas, señora denunciadora serial? Ridícula de morondanga!","deunciadora serial, Ridicula de morondanga",,Hostility,No,No,No,,
RossiAgustinOk,D,M,Frente de Todos,id_1227655539200593920,2/12/20 18:07,"Juicio y castigo al ex ministro de defensa. El sr. Aguad, de desempeño lamentable y a MACRI POR LA FALTA DE IMPLICANCIA PARA ACLARAR EL TEMA.8",,,Criticism,Yes,No,No,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207399629467324416,12/18/19 20:37,"Si fueron muy claros que no iban a dar quórum porque opinan igual que la derecha,no aclaren porque oscurecen",,,Criticism,No,No,No,,
felipe_sola,D,M,Frente de Todos,id_1205863307925524480,12/14/19 14:53,The indigenous people are people with vast opinions and gripes. Most support him but some have denounced him for not being socialist enough and for building roads between the cities in favor of commerce but at their detriment. Governing is complicated and u can’t please everyone,,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1225821165496754178,2/7/20 16:38,"no, lo que quiere decir es que ella no es competente para el cargo que ocupa por eso gasta el dinero del estado en otra gente",,,Hostility,No,No,No,,
vikidonda,D,F,Frente de Todos,id_1218208680879050754,1/17/20 16:29,“La Dra  Define los derechos de todas las personas “.......???????   Ajá mira vos la realidad distorsionada que maneja esta gente!!!!  Se creen dueños de los derechos de la gente!!!??   Sigan así que les queda poco delincuentes!!! 🚁🚁🚁🚁🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,Delincuentes,,Hostility,No,No,No,,
SoherElSukaria,D,M,Juntos por el Cambio,id_1222652533870600193,1/29/20 22:47,Para eso...deberian renunciar todos...un gesto de seriedad,,,Criticism,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1233212940398010368,2/28/20 2:10,"Gaby, te putean en el 95% de los mensajes. Fíjate que capaz estás diciendo una pelotudez. Caradura.",Caradura,,Hostility,No,No,No,,
,,,,id_1223738057490337793,2/1/20 22:41,►►►►►CHEEEEE´SSSS........VIERON ME DAN MANIJA............Y YA ME PUSE QUERENDON..............😉😘😉😘😉😘😉😘😉😘😉😘😉😘😉😘...............►►►►►,,,None,,,,,
RossiAgustinOk,D,M,Frente de Todos,id_1225069413633839104,2/5/20 14:51,"📞  (ministro Defensa) en #CronicaAnunciada:""Estamos analizando la compra de un nuevo submarino""",,,None,,,,,
,,,,id_1233207011938111488,2/28/20 1:47,Obvio.,,,None,,,,,
,,,,id_1234499733248520193,3/2/20 15:24,Buen comienzo de clases para tod☀️s  …,,,None,,,,,
RossiAgustinOk,D,M,Frente de Todos,id_1233798108485689344,2/29/20 16:56,Peor era garre,,,None,,,,,
,,,,id_1225860704466620417,2/7/20 19:15,Debatamos #eutanasia ❤️,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1213051620285722624,1/3/20 10:56,Totalmente de acuerdo. Se lo vio.,,,None,,,,,
,,,,id_1229190652841414658,2/16/20 23:47,👍👍🤗,,,None,,,,,
LuisContigiani,D,M,Federal,id_1217411111999492096,1/15/20 11:40,"""Encontramos aumentos del 20, 30 y 50% en un mes, sin entender porquè"" dice Luis  x",,,None,,,,,
,,,,id_1209110911786598400,12/23/19 13:58,Sos un pobre pelotudo pero que intenta superarse!!!!!,Pelotudo,,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1224913998451298312,2/5/20 4:33,Y vos? A quien volante???? A Caperucita roja y el lobo feroz?????? Con que parte del cuerpo pensas??? 🤔🤔,,,Hostility,No,No,No,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1225064780152692737,2/5/20 14:32,"Si hubiese movido el el orto más rápido CFK ya estaría presa, murió como vivió",,,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1208417031260901380,12/21/19 16:00,"Y vos qué esfuerzo haces ? Bajate el sueldo , da el ejemplo y ahí se puede empezar a hablar",,,Criticism,No,No,No,,
,,,,id_1208210776848322565,12/21/19 2:21,Como te haces la estupida cuando te conviene . Pura verborragia. La acomodas para salvar a la chorra. El aporte hacelo vos .,"Estupida, chorra",,Hostility,No,No,No,,
luispetri,D,M,Juntos por el Cambio,id_1220497923097624576,1/24/20 0:05,Uy Dios que terrible lo que está pasando en nuestro país...,,,None,,,,,
,,,,id_1236276239566098438,3/7/20 13:03,"Hoy es en Argentina el Día de la #VisibilidadLésbica en conmemoración del crimen de odio de Pepa Gaitán, asesinada por ser lesbiana. Mantenemos viva su memoria y reafirmamos el derecho de todas las personas a vivir en libertad su proyecto de vida. Clandestinas nunca más. 🏳️‍🌈👭🌈",,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1208215458538803200,12/21/19 2:39,"Mejor dicho,es hora de trabajar!!!",,,None,,,,,
luispetri,D,M,Juntos por el Cambio,id_1234920369603186688,3/3/20 19:15,Gracias a Dios no son gobierno. Radical trucho .,Trucho,,Hostility,No,No,No,,
fsuarezlastra,D,M,Juntos por el Cambio,id_1206724014074454019,12/16/19 23:53,A mi vos me pareces un idiota portador de apellido y un radical fracasado en todos los gobiernos que integraste !!!! Quien sos para hablar de un funcionario a menos de una semana de asumir? Que hiciste de bueno para el pais?,"Idiota, fracasado",,Hostility,No,No,No,,
MartinGrandeok,D,M,Juntos por el Cambio,id_1220415592433377280,1/23/20 18:38,"Vergonzoso, hipócrita, dónde está ahora? 🤔🤔","Vergonzoso, hipocrita",,Hostility,No,No,No,,
gracielaocana,D,F,Juntos por el Cambio,id_1237458763369545732,3/10/20 19:22,"Sin embargo, no es lo q decía, apenas un año atrás.",,,Criticism,No,No,No,,
,,,,id_1233146536554639360,2/27/20 21:46,¿Por qué la felicitamos primero? ¿Por el brutal ajuste a los jubilados o por el #Diputrucho y el #GolpeDeEstadoK? ¡No tiene vergüenza!,,,Hostility,No,No,No,,
,,,,id_1219754158292701184,1/21/20 22:50,"Que mal estamos como pais'como sociedad:damos asco en el mundo,una vergüenza",,Other plural,Hostility,,,,,
luanavolnovich,D,F,Frente de Todos,id_1215995118731264000,1/11/20 13:53,"Buen idea la de  con lo del idioma con e x § ¶. Muy útil sovre todo. Eso sí, para confeccionar una credencial (el plástico) para nuevo afiliado tardan 90 días. Pero te la hacen en idioma inclusive",,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1207674630049353735,12/19/19 14:50,Cada vez peor ustedes. Dándole aire a un mentiroso serial. Desastre.,Mentiroso serial,,Hostility,No,No,No,,
wadodecorrido,D,M,Frente de Todos,id_1213229602899927042,1/3/20 22:44,grande pedro,,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1212879843634888705,1/2/20 23:34,"🔴🏛️ El ministro de Educación,  y la titular del   se reunieron este jueves con el objetivo de avanzar en una agenda sobre prevención de la discriminación y promoción de la igualdad y la diversidad en las escuelas e instituciones educativas. 🏫🇦🇷📱👇🏻",,,None,,,,,
mirtatundis,D,F,Frente de Todos,id_1228616300991320065,2/15/20 9:45,"me encantaría saber dónde quedó la bandera que levantaste por mucho tiempo a favor de los jubilados? Los anuncios de ayer, bien sabes que es injusto, pero claro, según el tinte político te entristece o no. Que pena me das. Creía en vos.....",,,Criticism,No,No,No,,
felipe_sola,D,M,Frente de Todos,id_1217476306230829065,1/15/20 15:59,🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️,,,None,,,,,
AlvarodLamadrid,D,M,Juntos por el Cambio,id_1232301306745888768,2/25/20 13:48,Me cago en vos.....,Me cago en vos,,Hostility,No,No,No,,
MoniMacha,D,F,Frente de Todos,id_1229883729360883712,2/18/20 21:41,"La mayoría de los medios de comunicación no hablan de la falta de vacantes en CABA. Ya no es solo maternal e inicial, faltan en primaria también.",,,None,,,,,
mirtatundis,D,F,Frente de Todos,id_1229950347134820353,2/19/20 2:06,No es posible que en nuestra propia casa se nos rían y se burlen de nosotros del modo que lo hizo  . No se puede tolerar está burla para con los jubilados y toda la sociedad argentina. Deleznable. Esa es la gente que hoy nos gobierna. Felicitaciones electores!,,,Criticism,No,No,No,,
,,,,id_1204972981061062656,12/12/19 3:55,La etapa que vos decias que estaba terminada u otra etapa???,,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233430349327347712,2/28/20 16:34,Che democracia por qué no se sentaron a debatir?,,,Criticism,No,No,No,,
LicDanielArroyo,D,M,Frente de Todos,id_1229238140478664705,2/17/20 2:56,"Ud. se hace o es? Entrega tarjeta alimentaria al que no necesita. Mientras tanto, los boludos pagamos impuestos para mantener drogones y delincuentes, los veo en mi barrio en Moreno. Uds. sabe bien que es asì, verdad?",,,Hostility,No,No,No,,
,,,,id_1215253619035033600,1/9/20 12:46,No tendría que haberse aprobado. No pueden o no quieren defender a sus votantes. Quieren recaudar más?Que la clase política pague un impuesto o baje los costos.Impuestos a todos nosotros mientras vemos cómo se crean ministerios y entran todos los amigos a cargos públicos.,,,Criticism,No,No,No,,
SergioMassa,D,M,Frente de Todos,id_1233593979679145985,2/29/20 3:24,Bla bla bla. Logros concretos por favor,,,Criticism,No,No,No,,
,,,,id_1232052918800482311,2/24/20 21:21,"No son agresiones son opiniones de la gente que la voto y se siente defraudada, por la actitud de la diputada, no todo es defendible Graciela.",,,None,,,,,
,,,,id_1207123519026450433,12/18/19 2:20,¿Todos los jujilados? ¿Se va a aplicar la fórmula de ajuste en vigencia? Para que no grites al pedo.,,,Hostility,No,No,No,,
,,,,id_1235739664419622915,3/6/20 1:31,#AgrogarcasEvasores,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1217619028468011010,1/16/20 1:26,No me digas???? Jajajaja,,,None,,,,,
danielscioli,D,M,Frente de Todos,id_1233153954382569473,2/27/20 22:16,"La ex Diputada desconoce, lamentablemente lo establecido por el art 66 de la C.N. y el arte. 64 de la misma norma. Una pena que robe por desconocer. Mamita UCR, cuantos inútiles ocupando cargos importantes!!!!!!",Inutil,,Hostility,No,No,No,,
pau_oliveto,D,F,Juntos por el Cambio,id_1216011253065437189,1/11/20 14:57,Y lo robo tu gobierno no decis nada sorete sobre todo correo argentino porque no te cayas,SORETE,,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1217365983486271488,1/15/20 8:40,¿A cuántos dólares equivale un bolso diario lleno de billetes de 500.euros ?  Bueno Decile a la chorra que devuelva lo que recaudó en 6 meses y se llevó al sur y se paga la deuda nacional y provincial.  Nada de lo que digan es serio.,CHORRA,,Hostility,No,No,No,,
luispetri,D,M,Juntos por el Cambio,id_1215167907363246081,1/9/20 7:06,"Reemplazar los billetes, es una manera de ""disimular"" la emision desproporcionada...",,,None,,,,,
,,,,id_1207748163756527616,12/19/19 19:42,"Por ejemplo, que los organismos de control funcionen. La sesión de hoy es una oportunidad para señalar esas que necesita la ciudadanía y no ingresan en la agenda de la clase política.",,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1230163184151035904,2/19/20 16:12,Que escribas lo mismo que futuro rock es aburrido sobre todo a los que seguimos a ambos,,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1229894883508412418,2/18/20 22:26,Sin solución de continuidad!,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1235664868331720706,3/5/20 20:33,"Deputadinho vagabundo você  ... seu pilantra escroto!!!   Tua hora vai chegar, será preso pelos crimes de corrupção que cometeu e também de lesa pátria! #ForaMaiaeAlcolumbre","VAGABUNDO, PILANTRA, ESCROTO",,Hostility,Yes,No,No,,? PORTUGUES
mirtatundis,D,F,Frente de Todos,id_1207308737700093952,12/18/19 14:36,"Lo del resto de los argentinos, no es trabajo. 🤷🏻‍♀️",,,Criticism,No,No,No,,
fsuarezlastra,D,M,Juntos por el Cambio,id_1233953719533920256,3/1/20 3:14,"Perdón Sr. diputado! Ud no está para ironías, eso déjelo para nosotros, los del llano. Ud preocúpese por evitar que se lo lleven puesto Albertitere y su banda.",,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1218042195170689029,1/17/20 5:27,"Hay un pedófilo que escribe versos a su hija de como la desea,con ese también vas a ser tan enérgica?",,,Hostility,No,No,No,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207840397805924352,12/20/19 1:49,"Se lo van a coger a todos, solidarios con lo ajeno hasta que no quedé un ogt sano! Y les va lo que desearon todos... ahora si trabajas, sois productivo la debes repartir!!!",,PLURAL,Hostility,No,Yes,No,,
larroqueandres,D,M,Frente de Todos,id_1235565893825867777,3/5/20 14:00,"Vete a vivir a #Venezuela, ¡rifián!",,,Hostility,No,No,No,,
,,,,id_1214161386877652995,1/6/20 12:26,Que terrible!! Quién puede negar que en Venezuela hay dictadura!!!,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1207489554829082625,12/19/19 2:35,Imbécil!,IMBECIL,,Hostility,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1222870668360003584,1/30/20 13:14,La envidia de los poderosos con dscasos recursos neuronales...Es un chiste...jaja!!!!,,plural,Hostility,No,No,No,,
,,,,id_1225805528607186946,2/7/20 15:36,La plaza del Autodromo... No llueve y se está llenando de agua... Seguramente van a abrir las compuertas y nos vamos a inundar Sr  venga al barrio. Todos los proyectos que teníamos los vecinos para mejorar esto con OPISU el sr  los tiró a la basura,,,None,,,,,
