directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy
,,,,id_1215122257753886720,1/9/20 4:04,Podrían informarnos cuanto dejarían de recaudar! Y con lo que si van a recaudar qué hospitales y Escuelas pensaban construir!? En qué zona? Cuántos patrulleros van a comprar y para qué municipio? Y cuantas cloacas van a sumar? Y en qué localidades!?... GRACIAS!,,,None,,,
,,,,id_1235002798078668801,3/4/20 0:43,No entiendo tu risa es xq SOS narco y sabes el gobierno actual no va hacer nada?,narco,,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1207833630166401025,12/20/19 1:22,"siempre tiene razón,  una de las pocas que no se ha vendido NUNCA ❤",,,None,,,
,,,,id_1206277518170431491,12/15/19 18:19,👍👏👏👏👏,,,None,,,
,,,,id_1204681469244977153,12/11/19 8:36,"A few fakes, and some hammed up, like the mythical ""Sansom islands"" which aren't the Falklands. The first claim was British. Britain is legally and lawfully the Original Sovereign.",,,None,,,
,,,,id_1210829520644689921,12/28/19 7:47,Hace falta ser tan...!!!??? 🤦🏻,,,None,,,
estebanbullrich,S,M,Juntos por el Cambio,id_1236773765020860419,3/8/20 22:00,"Hola marcelo, vengo a iluminarte: los métodos fallan. Lo mínimo que podés hacer es informarte antes de opinar, burro. Ya dan vergüenza ajena, tienen la información servida en todos lados y siguen repitiendo cada gansada","burro, dan verg�enza ajena",,Hostility,No,No,No
CarlaCarrizoAR,D,F,Juntos por el Cambio,id_1230337919241662464,2/20/20 3:46,🤡🤡🤡,,,None,,,
luanavolnovich,D,F,Frente de Todos,id_1207040114016358405,12/17/19 20:49,Exito en la gestion compañera !,,,None,,,
,,,,id_1216525953012289537,1/13/20 1:02,Pero seguramente los que entraron nacieron sin los privilegios de esos señores. No sé los puede castigar. (Verso pseudoprogrekirchnerista),,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1218266699541237760,1/17/20 20:19,Acá tenés la explicación💵💵💵💵💰💰,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1235896069172719618,3/6/20 11:52,Conhecermos  vocês  !!!!! estamos  atentos  e na hora certa vocês  caíram 🤢🤮,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1209556583807619074,12/24/19 19:28,Tienen que recurrir al insulto y al ataque personal más bajo posible inventando historias familiares.,,,None,,,
felipe_sola,D,M,Frente de Todos,id_1214523889222639616,1/7/20 12:27,QUE RIDICULO HICISTE DEBISTE INVESTIGAR ANTES DE HABLAR DE VZLA PENDEJO VE COMO PIERDES EL RESPETO,pendejo,,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1208362460979351552,12/21/19 12:23,Tenemos una presión tributaria del 80% pedazo de parásito sorete. Que más queres que resignemos?,"parasito, sorete",,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1208107120752766978,12/20/19 19:29,Mentirosos HDMP sin moral ni principios lo que le están haciendo a los jubilados es INDIGNANTE,"mentirosos, hdmp, indignante",Plural,Hostility,No,No,No
wadodecorrido,D,M,Frente de Todos,id_1233876131436212224,2/29/20 22:06,"…  Las fronteras, suponemos que en cada una se estara haciendo control, estarán listas las Unidades de aislamiento verdad?",,,None,,,
,,,,id_1211664518562140161,12/30/19 15:05,Deci la verdad. Lo postergó para enero.,,,None,,,
,,,,id_1236387429080334338,3/7/20 20:25,HDP,hdp,,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1233089231431573505,2/27/20 17:59,Que asco ser TAN CORRUPTOS.....,corruptos,Plural,Hostility,No,No,No
,,,,id_1209205235111124992,12/23/19 20:12,". ""Hicimos una actualización del o que había sido la medida de",,,None,,,
,,,,id_1207042846827728896,12/17/19 21:00,No tenés vergüenza ni piedad. Sacaron de un plumazo una LEY. Podes entender la gravedad del tema. ERA UNA LEY. Sinceramente crees que una limosna es lo mismo que una LEY?????? MERCENARIA.,"no tenes verg�enza, mercenaria",,Hostility,No,No,No
wadodecorrido,D,M,Frente de Todos,id_1209151680815796225,12/23/19 16:40,No me hice el dni en estos años para que no tenga la firma de un macrista Y RECIÉN CAIGO EN QUE VA A TENER LA FIRMA DE  😍,,,None,,,
mirtatundis,D,F,Frente de Todos,id_1207111173046489089,12/18/19 1:31,"Mentirosa, mentirosa",mentirosa,,Hostility,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1208524705520607232,12/21/19 23:08,Esta mujer es una chanta. Habla xq hasta ahora le fue gratis.,chanta,other individual,Hostility,No,No,No
mirtatundis,D,F,Frente de Todos,id_1234750982740942848,3/3/20 8:02,Y con todos tus familiares en el estado,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1232827376523980806,2/27/20 0:38,🙏x 👉🇦🇷 ayudemos cambiar esta vida miserables.   …,miserables,plural,Hostility,,,
gabicerru,D,F,Frente de Todos,id_1215538857791369216,1/10/20 7:40,🤦🤦🤦🤦🤦🤦🤦🤦,,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1208546628476571648,12/22/19 0:35,Que lindo ver a los zurditos correr como unas nenitas lloronas,,,Hostility,No,No,Yes
MartinLlaryora,D,M,Federal,id_1234800124406226949,3/3/20 11:17,Sin los elementos mínimos de protección personal como el casco... después se te cae una rama en la cabeza y terribles juicios   ⚠️⚠️⚠️⚠️  …,,,None,,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1224388586742648836,2/3/20 17:46,"Gracias por la excelente obra que están terminando, tanto de la anterior gestión que la comenzó como la actual que la está finalizando. Felicitaciones y sigan por este buen camino ayudando a los marplatenses!",,,None,,,
SergioMassa,D,M,Frente de Todos,id_1236958473654501383,3/9/20 10:14,DIA 15 DE MARÇO TODOS NAS RUAS 🇧🇷. NÃO ACEITAMOS PARLAMENTARISMO BRANCO. #EUAPOIOBOLSONARO #Dia15EuVouPeloJair #Dia15PorBolsonaro #Dia15BrasilNasRuas  #SomosTodosGabrielMonteiroPM #GilmarMendesEnvergonhaSTF #ForaGilmarMendes #ForaAlcolumbre  #ForaMaia,,,None,,,
,,,,id_1237560565314105344,3/11/20 2:06,"Malena, el agua sale turbia.",,,None,,,
RossiAgustinOk,D,M,Frente de Todos,id_1218149781912068098,1/17/20 12:35,"""Los proyectiles tenían papeles pegados que decían inerte, el ministro intervino mediante una denuncia policial para que se vea lo que se encontró. La policía de la Ciudad actuó rápidamente"". 📞 Salomé Senkar en el #móvil de  desde el Ministerio de Defensa 📻",,,None,,,
SergioMassa,D,M,Frente de Todos,id_1209463259159511040,12/24/19 13:18,"GRAVE ERROR no poner un Cronograma para cobrar el Bono de 5000 $ el 27/12 se van a presentar una multitud a cobrar y hay gente mayor q NO puede estar 4/5 horas haciendo cola . Tendrían q dividirlos por Apellido o por el último número del DNI , sería más Ordenado ,no le parece ?",,,Criticism,No,No,No
,,,,id_1233934132557860864,3/1/20 1:56,"Estamos en la vereda de siempre, desde el "" luche y vuelve """,,,None,,,
,,,,id_1217627115799109632,1/16/20 1:58,Viejo mugriento llévate al descerebrado de V.H.Morales !!!,"viejo mugriendo, descerebrado",,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1211336415457529858,12/29/19 17:21,"Anda a defenderlo  , enferma mental",enferma mental,,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1208191594551300096,12/21/19 1:04,#DonaLaTuya #QueSeVayanTodos #Senado #politicos #Corruption,,,Criticism,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1232974603179483136,2/27/20 10:23,Saben q el Gobierno tiene razón y x ello quieren cambiar el eje de la discusión!!!,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1219294229572333568,1/20/20 16:22,sigue sólido en su posición antipopular y neoliberal. Un desprestigiado pasquin q solo miente junto a sus colaboradores políticos la Coalición Cívica dirigida por una demente   Por favor ocupemos de cosas importantes. Ej debate sobre una ley de medios,"desprestigiado, demente",other individual,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1205998136147283968,12/14/19 23:48,De la boca para afuera. Mientras disfrutan de los lujos del capitalismo con plata ajena y si quejarse,,,Criticism,No,No,No
SergioMassa,D,M,Frente de Todos,id_1232811423333572610,2/26/20 23:35,Muy importante las palabras de  en la conferencia junto a  Es un buen contrapeso.,,,None,,,
,,,,id_1220415960080900097,1/23/20 18:40,"Esclavitud del siglo XXI, cuba exporta personas para sostener su régimen.",,other individual,Criticism,No,No,No
,,,,id_1231627343262879745,2/23/20 17:10,"Compre original, véala en danés.",,,None,,,
SenadoraBlas,S,F,Frente de Todos,id_1235162330834653184,3/4/20 11:17,“#MarzoMesDeLaMujer”   pic.twitter.com/kiizNLSPj3,,,None,,,
,,,,id_1206938251015204864,12/17/19 14:04,En campaña Alberto Fernández dijo que elegía los jubilados antes que los bancos. Pero mientras no anunció nada que afecte la ganancia de los banqueros a la mitad de los jubilados que no cobra la mínima les suspende la movilidad justo cuando los favorecía. El FMI lo aplaude,,,Criticism,No,No,No
marcoscleri,D,M,Frente de Todos,id_1207642240601997312,12/19/19 12:42,"Caraduras! diganme que aporte hacen ustedes? en que ceden? van a seguir con sus suculentos sueldos, sus asesores, sus privilegios mientras los mismos de siempre sufrimos el ajuste",caraduras,Plural,Hostility,No,No,No
,,,,id_1228109007149248518,2/14/20 0:09,"Vamossss, por un país mejor! #SergioMassa #FernandoSousa #ArgentinaDePie🇦🇷",,,None,,,
,,,,id_1232104689396744192,2/25/20 0:47,"Mira vos Darío, decían que la República estaba en riesgo y había que votarlos para que no vuelvan los K.",,,None,,,
BuryaileRicardo,D,M,Juntos por el Cambio,id_1228749126873092097,2/15/20 18:33,"Uds vaciaron el fondo de la anses, dudo q les esten pagando con su plata. Pero si queres, podemos aumentar las retenciones y pagarles con la plata de uds, te parece?",,,Criticism,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207309911283159040,12/18/19 14:41,"Sacate el casetito. El paquetito de la ley de ""solidaridad"" hizo subir los bonos y caer el riesgo país, ¿no será porque avisan que le meterán la mano en los regímenes jubilatorios especiales para pagar la deuda? Más hacerle el juego a ""la derecha"" (bonistas) que eso no hay.",,,Criticism,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1222343609661493251,1/29/20 2:20,Estúpido es pensar que la persona que arriesga un capital y toma decisiones empresariales no trabaja. Aunque nunca pise la empresa. Es no tener idea de cómo funciona un emprendimiento e implica estar condenado a la envidia y resentimiento.,,,Hostility,No,No,No
gmontenegro_ok,D,M,Juntos por el Cambio,id_1236013223192784899,3/6/20 19:38,Hola en la plaza mitre en la esquina de san Luis y Colon el semáforo está muy podrido y es una plaza que concurren muchos niños,,,None,,,
gabicerru,D,F,Frente de Todos,id_1215406457522397186,1/9/20 22:54,"Esta mujer es retrasada mental,  no?  Australia siempre tiene estos incendios por sus famosas ""tormentas secas"". Pero esta vez, ademas, hubo terroristas (algunos ya estan presos)",retrasada mental,other individual,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1221431616779759616,1/26/20 13:56,Sos una vergüenza.,sos una verg�enza,,Hostility,No,No,No
,,,,id_1207127755097288704,12/18/19 2:37,"No estoy de acuerdo, por eso no los voté, por so sigo pensando que se olvidaron que estuvieron 12 años y todo esto se gestó durante esos años, a  le dejaron una bomba, lo dejaron ganar para poder echarle la culpa a alguien. Éxitos",,,Criticism,No,No,No
Facundo_Moyano,D,M,Frente de Todos,id_1224080390052360193,2/2/20 21:21,"El problema es que durante años se afanaron la guita de rutas y autopistas, asesinos.",asesinos,Plural,Hostility,No,No,No
,,,,id_1226145058149273603,2/8/20 14:05,Les damos la bienvenida a nuestra cuenta oficial en #Twitter  Desde ahora encontrarán aquí toda la información referida a la labor legislativa de nuestro bloque en la provincia de #Mendoza   Junto a  y  pondremos nuevamente a la Argentina de pie!,,,None,,,
CrisAlvarezRod,D,F,Frente de Todos,id_1210927299585028099,12/28/19 14:15,Muy feliz cumple compañera abrazo grande   🎉♨️✌,,,None,,,
,,,,id_1205461030207442945,12/13/19 12:14,A viralizar -,,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1211661573523230720,12/30/19 14:53,Se fue a cortar candados al otro mundo,,,None,,,
gabicerru,D,F,Frente de Todos,id_1215377698874372096,1/9/20 20:59,"Sos una rata inmunda, reírte de la gran desgracia q tiene Australia sos una mierda huecaaaaaa inútil","rata inmunda, sos una mierda, hueca",,Hostility,No,No,No
mirtatundis,D,F,Frente de Todos,id_1207181307660386305,12/18/19 6:10,me gustaría saber qué opina de sacar la movilidad para los aumentos de los jubilados y hacerlo mediante decreto.,,,None,,,
,,,,id_1212825745069944832,1/2/20 19:59,"No es cuestión de entrenamiento. Te perdés del eje de la cuestión. El problema es que no pueden ni tocar a un chorro porque este gob defiende a los chorros. Todo lo demás, es secundario.",chorros,Other plural,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1226732552263806976,2/10/20 5:00,Ke dice,,,None,,,
,,,,id_1224809455151390720,2/4/20 21:38,🏫Encuentro con estudiantes en la Escuela Superior de Comercio de Rosario.  Aprovechamos la visita del Ministro de Educación de la Nación y recorrimos la Escuela Superior de Comercio. (1/3),,,None,,,
,,,,id_1228050815090331650,2/13/20 20:18,"Sabe ud.que muchisimos niños no tienen ni DNI, no existen!!! Haciendo alaraca al cambio de genero SINVERGUENZA",sinverguenza,,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1219455920679399424,1/21/20 3:05,"El sistema politico es escencialmente un sistema representativo, y quien gana una eleccion debe gobernar primariamente y dentro de la ley para el sector que lo vota. Cambiemos rompio el ppio de representatividad y por eso perdio Es mucho mas simple de lo que lo venden",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1225612439175258112,2/7/20 2:49,"Ministro de Desarrollo Social en    🗣️""La realidad de las provincias es dispar, pero debemos asegurar que todos coman, que todos los niños vayan a la escuela y el acceso al crédito""",,,None,,,
Kicillofok,O,M,,id_1206895387925270529,12/17/19 11:14,🙌🏻 #Huelgaenlascarceles  Habemus decreto en la Provincia de Buenos Aires:,,,None,,,
BuryaileRicardo,D,M,Juntos por el Cambio,id_1219641249516466178,1/21/20 15:21,"muy bien ricardo, los 4 años de la gestion anterior por suerte los monotribustista no pagaron los impuestos mas bajo de...ah no para ! jajaaja",,,Criticism,,,
SergioMassa,D,M,Frente de Todos,id_1213523740044222465,1/4/20 18:13,Los veremos en la próxima???,,,None,,,
gabiestevezok,D,F,Frente de Todos,id_1230848697325453313,2/21/20 13:36,Esto es incluir . Esto es pensar en la mayoría.,,,None,,,
,,,,id_1217074664540966913,1/14/20 13:23,No es el mismo municipio donde pegó un puestito el boludo de Bratelli?,boludo,other individual,Hostility,No,No,No
,,,,id_1232992972024750080,2/27/20 11:36,Les solicitamos a los diputados           que copien el ejemplo del bloque de JxC y que #NoDenQuórum.  #NoEntreguenLaRepública,,,None,,,
FilmusDaniel,D,M,Frente de Todos,id_1222295151156039686,1/28/20 23:07,They're not your brothers.Argentina never had sovereignty. Bogus claim.,,,None,,,
vikidonda,D,F,Frente de Todos,id_1234321114383384576,3/2/20 3:34,A cual mas bruto 🤣🤣🤣🤣🤣,,,None,,,
Kicillofok,O,M,,id_1236077482291458049,3/6/20 23:53,"🚙 #ProvinciaEnMarcha  Viernes de recorrida bonaerense en Alberti, donde nos recibió el amigo intendente  junto a su equipo de gestión para conversar sobre la implementación de los programas de  en el distrito.",,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1208017505387724801,12/20/19 13:33,"Es verdad, es preferible que pague la sociedad en pos del bienestar de las empresas foraneas. Esta gente q se empeña en no vender al país, son el caos....",,,Criticism,,,
wadodecorrido,D,M,Frente de Todos,id_1230157064938442759,2/19/20 15:47,Es indispensable fortalecer la infraestructura productiva del país🇦🇷✨ ⠀ ⠀ Sigamos avanzando por una #ArgentinaUnida ☀️,,,None,,,
gabicerru,D,F,Frente de Todos,id_1209273031820029953,12/24/19 0:42,Y cuando resignan algo de la de uds hija de remill puta,hija de remil puta,,Hostility,No,No,No
,,,,id_1225107268917768193,2/5/20 17:21,Sinvergüenza es quien nos metió en esta deuda. Me parece que lo apoyas además. Que cara de piedra para decir esto!,"sinverguenza, cara de piedra",,Hostility,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1207089761791414273,12/18/19 0:06,Salvo  y,,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1220408100345335808,1/23/20 18:08,"Vos lo dijiste: AMENAZAS! no sé si conoces la diferencia entre una amenaza y un adjetivo calificativo. El primero puede incurrir en delito, x ende debe realizarse una denuncia e investigación. El adjetivo puede gustarte o no, pero no implica riesgo de vida.",,,None,,,
,,,,id_1220468639448666113,1/23/20 22:09,"A quién se lo explicas Fede? Los que no votamos a estas lacras lo entendemos, el resto no te lo va a creer ni entender. Muevan el culo desde la oposición, son responsables de hacer algo para sacarlos. MUEVAN.",lacras,Other plural,Hostility,No,No,No
danielscioli,D,M,Frente de Todos,id_1233401365059252224,2/28/20 14:39,"o sea que efectivamente es diputado entonces? o sea que todo el circo de ayer fue eso, circo para zafar de explicar por que despues de llorar tanto por lo que se gasta en sueldos no querian votar?",,,Criticism,,,
